Time Period Start,Time Period End,Time Open,Time Close,Price Open,Price High,Price Low,Price Close,Volume Traded,Trades Count
2016-11-28T00:00:00.0000000Z,2016-12-05T00:00:00.0000000Z,2016-11-28T00:07:05.9960000Z,2016-12-04T23:51:53.7070000Z,3.89,3.98,3.51,3.87,5215.68689,1417
2016-11-21T00:00:00.0000000Z,2016-11-28T00:00:00.0000000Z,2016-11-21T00:07:27.5410000Z,2016-11-27T23:51:20.0780000Z,3.88,3.99,3.82675,3.89175,2820.893788,764
2016-11-14T00:00:00.0000000Z,2016-11-21T00:00:00.0000000Z,2016-11-14T00:25:06.5480000Z,2016-11-20T23:48:11.7490000Z,3.85,4.15,3.81,3.89,11394.24059,1298
2016-11-07T00:00:00.0000000Z,2016-11-14T00:00:00.0000000Z,2016-11-07T00:38:37.1410000Z,2016-11-13T23:51:33.3180000Z,3.9,3.99,3.6484,3.9,13447.93265,1794
2016-10-31T00:00:00.0000000Z,2016-11-07T00:00:00.0000000Z,2016-10-31T00:00:01.3720000Z,2016-11-06T23:56:50.3020000Z,3.92,4.5,3.38715,3.91,18873.44256,2267
2016-10-24T00:00:00.0000000Z,2016-10-31T00:00:00.0000000Z,2016-10-24T00:02:21.5780000Z,2016-10-30T23:58:17.6520000Z,3.88,4.25,3.76,3.95,13336.98434,3506
2016-10-17T00:00:00.0000000Z,2016-10-24T00:00:00.0000000Z,2016-10-17T00:41:57.3100000Z,2016-10-23T23:58:57.8580000Z,3.86,3.94,3.7,3.88,11711.2841,2119
2016-10-10T00:00:00.0000000Z,2016-10-17T00:00:00.0000000Z,2016-10-10T07:38:06.4370000Z,2016-10-16T23:08:16.9830000Z,3.80124,3.94,3.75,3.92236,5458.79609,1285
2016-10-03T00:00:00.0000000Z,2016-10-10T00:00:00.0000000Z,2016-10-03T00:03:52.2890000Z,2016-10-09T22:37:38.3070000Z,3.83,3.94,3.77124,3.8,14399.50676,1786
2016-09-26T00:00:00.0000000Z,2016-10-03T00:00:00.0000000Z,2016-09-26T00:26:33.4730000Z,2016-10-02T23:44:12.8720000Z,3.84,4,3.77124,3.83,7196.947779,1394
2016-09-19T00:00:00.0000000Z,2016-09-26T00:00:00.0000000Z,2016-09-19T00:50:12.9990000Z,2016-09-25T21:55:37.2600000Z,3.87,6.72,3.61,3.8,11632.59252,1808
2016-09-12T00:00:00.0000000Z,2016-09-19T00:00:00.0000000Z,2016-09-12T00:04:26.2310000Z,2016-09-18T21:40:00.9370000Z,3.93,4.02554,3.77,3.86699,5411.733041,1208
2016-09-05T00:00:00.0000000Z,2016-09-12T00:00:00.0000000Z,2016-09-05T02:03:29.6970000Z,2016-09-11T23:59:58.1610000Z,4.02636,4.04717,3.83538,3.93,3793.124657,2098
2016-08-29T00:00:00.0000000Z,2016-09-05T00:00:00.0000000Z,2016-08-29T11:09:20.5100000Z,2016-09-04T23:16:42.2120000Z,3.82119,4.044,3.38726,3.98,10472.57635,335
2016-08-22T00:00:00.0000000Z,2016-08-29T00:00:00.0000000Z,2016-08-22T00:37:34.5500000Z,2016-08-28T11:59:48.8200000Z,3.61068,4.04381,3.60824,3.72171,3520.152668,131
2016-08-15T00:00:00.0000000Z,2016-08-22T00:00:00.0000000Z,2016-08-15T08:26:52.8380000Z,2016-08-21T14:53:58.6250000Z,3.61006,3.68141,3.55,3.61525,1942.403195,84
2016-08-08T00:00:00.0000000Z,2016-08-15T00:00:00.0000000Z,2016-08-08T05:31:33.7050000Z,2016-08-14T23:42:04.4350000Z,3.75,3.93,3.38714,3.60656,5598.54508,189
2016-08-01T00:00:00.0000000Z,2016-08-08T00:00:00.0000000Z,2016-08-01T00:14:29.1590000Z,2016-08-07T23:37:06.9870000Z,3.92137,3.98057,3.36,3.73319,11648.96759,395
2016-07-25T00:00:00.0000000Z,2016-08-01T00:00:00.0000000Z,2016-07-25T07:31:47.8480000Z,2016-07-31T22:17:56.9080000Z,4.04648,4.1995,3.9,3.94,6631.76857,220
2016-07-18T00:00:00.0000000Z,2016-07-25T00:00:00.0000000Z,2016-07-18T03:58:16.8680000Z,2016-07-24T23:55:44.8990000Z,4.19,4.2432,3.95001,4.06187,5010.390357,161
2016-07-11T00:00:00.0000000Z,2016-07-18T00:00:00.0000000Z,2016-07-11T01:14:33.7660000Z,2016-07-17T23:21:30.9660000Z,4.16374,4.24999,4.04933,4.13161,3741.791614,156
2016-07-04T00:00:00.0000000Z,2016-07-11T00:00:00.0000000Z,2016-07-04T00:52:03.1910000Z,2016-07-10T18:35:24.8990000Z,4.21755,4.54996,3.95,4.12997,6713.624814,221
2016-06-27T00:00:00.0000000Z,2016-07-04T00:00:00.0000000Z,2016-06-27T01:21:43.0820000Z,2016-07-03T22:03:52.0840000Z,4.12726,4.88781,3.95419,4.28375,10742.44926,314
2016-06-20T00:00:00.0000000Z,2016-06-27T00:00:00.0000000Z,2016-06-20T00:46:57.4930000Z,2016-06-26T22:20:17.3020000Z,5.52337,5.62263,3.58704,4.03,18674.18972,728
2016-06-13T00:00:00.0000000Z,2016-06-20T00:00:00.0000000Z,2016-06-13T00:54:08.7840000Z,2016-06-19T23:43:08.4160000Z,5.25139,6.25,4.5,5.5304,23922.16561,958
2016-06-06T00:00:00.0000000Z,2016-06-13T00:00:00.0000000Z,2016-06-06T15:51:56.0720000Z,2016-06-12T23:48:01.0780000Z,4.97013,5.489,4.69313,5.28101,5882.380317,241
2016-05-30T00:00:00.0000000Z,2016-06-06T00:00:00.0000000Z,2016-05-30T00:10:18.4430000Z,2016-06-05T12:18:23.4470000Z,4.47028,5,4.03,4.83,7216.006108,369
2016-05-23T00:00:00.0000000Z,2016-05-30T00:00:00.0000000Z,2016-05-24T20:25:19.0040000Z,2016-05-29T23:59:25.9880000Z,3.95357,4.71458,3.89049,4.47025,14342.65119,524
2016-05-16T00:00:00.0000000Z,2016-05-23T00:00:00.0000000Z,2016-05-16T00:01:33.5620000Z,2016-05-20T00:14:58.2640000Z,4.1,4.22353,3.55,3.64554,7449.774971,349
2016-05-09T00:00:00.0000000Z,2016-05-16T00:00:00.0000000Z,2016-05-09T00:39:08.6740000Z,2016-05-15T23:57:43.9060000Z,3.93775,4.82789,3.64,4.1,12811.18023,455
2016-05-02T00:00:00.0000000Z,2016-05-09T00:00:00.0000000Z,2016-05-02T00:11:51.8270000Z,2016-05-08T23:36:32.2810000Z,3.71,4.025,3.49,3.9264,7679.658486,325
2016-04-25T00:00:00.0000000Z,2016-05-02T00:00:00.0000000Z,2016-04-25T00:33:55.0630000Z,2016-05-01T19:19:05.7080000Z,3.6307,4.38,3.48001,3.67215,12459.39545,738
2016-04-18T00:00:00.0000000Z,2016-04-25T00:00:00.0000000Z,2016-04-19T11:10:53.7180000Z,2016-04-24T22:43:31.8130000Z,3.2561,3.64863,3.0126,3.64863,5511.5531,317
2016-04-11T00:00:00.0000000Z,2016-04-18T00:00:00.0000000Z,2016-04-11T00:20:25.2230000Z,2016-04-15T02:01:51.0210000Z,3.23185,3.3173,3.19,3.20158,1672.302807,176
2016-04-04T00:00:00.0000000Z,2016-04-11T00:00:00.0000000Z,2016-04-04T00:37:54.4070000Z,2016-04-10T22:39:27.3500000Z,3.24119,3.29896,3.15,3.19009,1802.360213,147
2016-03-28T00:00:00.0000000Z,2016-04-04T00:00:00.0000000Z,2016-03-28T08:10:56.5330000Z,2016-04-03T21:33:22.4270000Z,3.26626,3.32687,2.88025,3.24118,1815.674854,196
2016-03-21T00:00:00.0000000Z,2016-03-28T00:00:00.0000000Z,2016-03-21T01:36:52.5470000Z,2016-03-27T23:57:52.7370000Z,3.16046,3.3326,2.37644,3.27648,10366.89874,395
2016-03-14T00:00:00.0000000Z,2016-03-21T00:00:00.0000000Z,2016-03-14T01:35:53.6870000Z,2016-03-20T19:38:08.7130000Z,3.27395,3.32994,2.91,3.16214,4365.687239,381
2016-03-07T00:00:00.0000000Z,2016-03-14T00:00:00.0000000Z,2016-03-07T01:25:35.9130000Z,2016-03-13T23:59:52.2100000Z,3.11753,3.41545,2.91,3.27333,5184.908069,383
2016-02-29T00:00:00.0000000Z,2016-03-07T00:00:00.0000000Z,2016-02-29T04:40:32.1970000Z,2016-03-06T23:58:13.0730000Z,3.46473,3.48281,2.63158,3.17857,17080.48949,768
2016-02-22T00:00:00.0000000Z,2016-02-29T00:00:00.0000000Z,2016-02-22T01:01:46.0500000Z,2016-02-28T19:21:57.9930000Z,3.32779,3.46999,3.28,3.38838,3445.421687,263
2016-02-15T00:00:00.0000000Z,2016-02-22T00:00:00.0000000Z,2016-02-15T00:56:38.3430000Z,2016-02-21T22:39:38.1730000Z,3.09266,3.54671,2.89137,3.42,7696.181628,560
2016-02-08T00:00:00.0000000Z,2016-02-15T00:00:00.0000000Z,2016-02-08T01:05:35.3200000Z,2016-02-14T23:53:31.8730000Z,3.03,3.1784,2.89833,3.14,21445.86597,1101
2016-02-01T00:00:00.0000000Z,2016-02-08T00:00:00.0000000Z,2016-02-05T16:30:14.8800000Z,2016-02-07T22:56:06.4070000Z,3.1832,3.18321,3.03,3.03,573.721808,71
2015-12-21T00:00:00.0000000Z,2015-12-28T00:00:00.0000000Z,2015-12-21T01:19:07.0900000Z,2015-12-27T09:26:28.0770000Z,3.59581,3.68479,3.41134,3.41134,417.3043062,140
2015-12-14T00:00:00.0000000Z,2015-12-21T00:00:00.0000000Z,2015-12-14T14:03:10.6200000Z,2015-12-20T18:45:33.8330000Z,3.66115,3.77,3.42,3.59689,2038.543913,171
2015-12-07T00:00:00.0000000Z,2015-12-14T00:00:00.0000000Z,2015-12-07T07:31:24.2830000Z,2015-12-13T20:34:41.6670000Z,3.5811,3.8,3.4968,3.62014,3677.369536,300
2015-11-30T00:00:00.0000000Z,2015-12-07T00:00:00.0000000Z,2015-11-30T01:03:50.3900000Z,2015-12-06T03:20:45.0000000Z,3.71,3.75,3.29303,3.41766,3271.849806,172
2015-11-23T00:00:00.0000000Z,2015-11-30T00:00:00.0000000Z,2015-11-23T18:36:23.9970000Z,2015-11-29T23:14:17.9970000Z,3.1,3.71,2.965,3.71,1312.50462,146
2015-11-16T00:00:00.0000000Z,2015-11-23T00:00:00.0000000Z,2015-11-16T00:56:28.4370000Z,2015-11-22T18:04:30.0370000Z,3.06,3.2599,3.02,3.1,2077.792062,144
2015-11-09T00:00:00.0000000Z,2015-11-16T00:00:00.0000000Z,2015-11-09T00:14:50.8870000Z,2015-11-15T18:50:27.1830000Z,3.29,3.3,2.86124,3.22328,1776.928496,149
2015-11-02T00:00:00.0000000Z,2015-11-09T00:00:00.0000000Z,2015-11-02T12:09:13.5200000Z,2015-11-08T21:37:09.4330000Z,3.87802,5.0125,3.3,3.49747,4939.743321,409
2015-10-26T00:00:00.0000000Z,2015-11-02T00:00:00.0000000Z,2015-10-30T18:47:44.6770000Z,2015-11-01T23:21:58.8200000Z,3.95067,3.99161,3.61,3.67,693.136459,65
2015-10-05T00:00:00.0000000Z,2015-10-12T00:00:00.0000000Z,2015-10-05T07:32:30.9630000Z,2015-10-05T15:30:28.8670000Z,2.99,3.01,2.98,3.01,2.19548,10
2015-09-28T00:00:00.0000000Z,2015-10-05T00:00:00.0000000Z,2015-09-28T03:19:51.4530000Z,2015-10-04T21:47:46.3870000Z,2.8902,3.06319,2.76757,3.04784,165.4392567,45
2015-09-21T00:00:00.0000000Z,2015-09-28T00:00:00.0000000Z,2015-09-21T16:03:11.1130000Z,2015-09-27T20:07:28.1000000Z,2.8646,2.95992,2.80867,2.88706,90.0942767,23
2015-09-14T00:00:00.0000000Z,2015-09-21T00:00:00.0000000Z,2015-09-14T21:56:52.2470000Z,2015-09-20T15:59:38.1900000Z,2.87,3,2.5601,2.89775,1283.976981,87
2015-08-31T00:00:00.0000000Z,2015-09-07T00:00:00.0000000Z,2015-08-31T22:05:24.8730000Z,2015-09-01T07:54:46.8530000Z,3,3,2.81627,2.81627,16.30833,3
2015-08-24T00:00:00.0000000Z,2015-08-31T00:00:00.0000000Z,2015-08-24T08:23:55.7500000Z,2015-08-30T08:33:55.2930000Z,3.14415,3.19568,2.71472,2.87122,1377.283411,116
2015-08-17T00:00:00.0000000Z,2015-08-24T00:00:00.0000000Z,2015-08-17T12:46:13.8530000Z,2015-08-23T10:43:48.0630000Z,3.9305,4.06488,3,3.51,4084.649401,266
2015-08-10T00:00:00.0000000Z,2015-08-17T00:00:00.0000000Z,2015-08-10T21:24:59.4430000Z,2015-08-16T14:06:34.7970000Z,3.99,4.18531,3.78152,3.79701,1084.398988,92
2015-08-03T00:00:00.0000000Z,2015-08-10T00:00:00.0000000Z,2015-08-06T10:19:59.8030000Z,2015-08-09T08:40:35.7600000Z,4.23512,4.23512,3.88,3.88,787.8991513,41
2015-07-27T00:00:00.0000000Z,2015-08-03T00:00:00.0000000Z,2015-07-28T01:20:37.3970000Z,2015-08-02T11:15:55.1330000Z,4.83065,5.15181,3.92034,4.01001,1186.235592,51
2015-07-20T00:00:00.0000000Z,2015-07-27T00:00:00.0000000Z,2015-07-21T01:28:29.3770000Z,2015-07-26T11:59:49.0530000Z,3.96321,5.04,3.5,4.7,1695.148261,111
2015-07-13T00:00:00.0000000Z,2015-07-20T00:00:00.0000000Z,2015-07-13T02:08:32.5130000Z,2015-07-19T22:58:45.7870000Z,5.13625,5.13634,3.32999,3.62001,3597.20937,175
2015-07-06T00:00:00.0000000Z,2015-07-13T00:00:00.0000000Z,2015-07-06T01:18:17.7570000Z,2015-07-12T21:12:12.2230000Z,4.80008,8.79111,3.54028,5.42369,4365.96719,548
2015-06-29T00:00:00.0000000Z,2015-07-06T00:00:00.0000000Z,2015-06-29T15:54:06.9930000Z,2015-07-05T23:59:03.1830000Z,3.34064,4.95043,3.28756,4.95043,2322.056764,301
2015-06-22T00:00:00.0000000Z,2015-06-29T00:00:00.0000000Z,2015-06-22T02:33:45.9800000Z,2015-06-28T16:56:16.9470000Z,2.93692,3.1,2.77,3.09999,1815.028269,91
2015-06-15T00:00:00.0000000Z,2015-06-22T00:00:00.0000000Z,2015-06-16T06:31:50.4200000Z,2015-06-21T09:09:23.6230000Z,2.2,3.22561,2.2,3.04999,4116.834596,255
2015-06-08T00:00:00.0000000Z,2015-06-15T00:00:00.0000000Z,2015-06-11T13:55:15.9570000Z,2015-06-14T18:33:32.9570000Z,1.74923,2,1.74921,1.92958,105.74631,10
2015-06-01T00:00:00.0000000Z,2015-06-08T00:00:00.0000000Z,2015-06-01T10:55:46.3370000Z,2015-06-04T19:38:15.0470000Z,1.71906,1.71907,1.63,1.65203,41.51463253,7
2015-05-25T00:00:00.0000000Z,2015-06-01T00:00:00.0000000Z,2015-05-25T04:51:53.0200000Z,2015-05-31T10:10:17.9770000Z,1.85605,1.86569,1.74668,1.75,244.3698991,31
2015-05-18T00:00:00.0000000Z,2015-05-25T00:00:00.0000000Z,2015-05-18T14:55:17.0470000Z,2015-05-24T13:26:09.4470000Z,1.46889,1.9,1.44004,1.75749,2013.761086,78
2015-05-11T00:00:00.0000000Z,2015-05-18T00:00:00.0000000Z,2015-05-11T10:57:26.4430000Z,2015-05-17T15:28:05.3230000Z,1.47,1.52243,1.45173,1.47,35.49051,9
2015-05-04T00:00:00.0000000Z,2015-05-11T00:00:00.0000000Z,2015-05-04T07:45:32.7900000Z,2015-05-10T17:35:59.0270000Z,1.40745,3.14,1.4,1.48,3005.23932,112
2015-04-27T00:00:00.0000000Z,2015-05-04T00:00:00.0000000Z,2015-04-27T06:53:37.8730000Z,2015-05-03T21:12:29.7070000Z,1.254,8.5,1.253,1.4621,6670.583023,278
2015-04-20T00:00:00.0000000Z,2015-04-27T00:00:00.0000000Z,2015-04-20T23:59:54.0870000Z,2015-04-26T21:04:03.6230000Z,1.357,4.1,1.253,1.253,2799.172323,234
2015-04-13T00:00:00.0000000Z,2015-04-20T00:00:00.0000000Z,2015-04-13T00:02:03.4300000Z,2015-04-19T17:43:46.5870000Z,1.32496,1.75544,0.44001,1.36102,459.412535,981
2015-04-06T00:00:00.0000000Z,2015-04-13T00:00:00.0000000Z,2015-04-10T20:06:13.7670000Z,2015-04-12T23:57:04.2330000Z,1.50348,1.50348,1.316,1.32496,20.04954104,164
2015-03-23T00:00:00.0000000Z,2015-03-30T00:00:00.0000000Z,2015-03-24T11:21:06.0330000Z,2015-03-25T11:18:38.9770000Z,1.76001,2.49,1.5,1.76602,44.44163528,11
2015-03-16T00:00:00.0000000Z,2015-03-23T00:00:00.0000000Z,2015-03-16T06:37:53.1370000Z,2015-03-21T01:10:50.3600000Z,1.99302,1.99302,1.76,1.76,289.7992465,39
2015-03-09T00:00:00.0000000Z,2015-03-16T00:00:00.0000000Z,2015-03-09T21:18:00.7870000Z,2015-03-15T13:55:49.2930000Z,2.06967,2.07641,1.89,1.99301,844.0284937,20
2015-03-02T00:00:00.0000000Z,2015-03-09T00:00:00.0000000Z,2015-03-02T21:02:44.4370000Z,2015-03-08T15:26:45.2900000Z,1.94032,2.02559,1.77137,1.77137,100.6291973,11
2015-02-23T00:00:00.0000000Z,2015-03-02T00:00:00.0000000Z,2015-02-27T23:36:21.7000000Z,2015-02-27T23:36:21.7000000Z,1.93279,1.93279,1.93279,1.93279,0.24834565,1
2015-02-16T00:00:00.0000000Z,2015-02-23T00:00:00.0000000Z,2015-02-17T20:59:35.6030000Z,2015-02-17T20:59:35.6030000Z,1.5,1.5,1.5,1.5,0.0717,1
2015-02-09T00:00:00.0000000Z,2015-02-16T00:00:00.0000000Z,2015-02-13T18:29:04.7500000Z,2015-02-15T11:24:30.0230000Z,1.80479,1.90844,1.67876,1.74533,127.4378337,18
2015-02-02T00:00:00.0000000Z,2015-02-09T00:00:00.0000000Z,2015-02-03T02:12:26.7370000Z,2015-02-03T02:18:41.6570000Z,1.89001,1.89001,1.89001,1.89001,0.38532,2
2015-01-26T00:00:00.0000000Z,2015-02-02T00:00:00.0000000Z,2015-01-26T09:30:07.4370000Z,2015-01-30T15:54:32.2970000Z,2.53963,2.53963,1.73793,2.16142,25.10776,6
2015-01-19T00:00:00.0000000Z,2015-01-26T00:00:00.0000000Z,2015-01-21T16:08:38.5600000Z,2015-01-25T01:23:25.0930000Z,1.27871,2.11863,1.27871,2.11863,1631.900055,73
2015-01-12T00:00:00.0000000Z,2015-01-19T00:00:00.0000000Z,2015-01-14T08:53:10.5130000Z,2015-01-16T10:42:48.3870000Z,1.23445,1.62336,1.2,1.62336,0.76395,4
2015-01-05T00:00:00.0000000Z,2015-01-12T00:00:00.0000000Z,2015-01-06T18:59:13.6900000Z,2015-01-11T10:26:13.0100000Z,2.37299,2.37299,1.81999,1.81999,173.1656678,20
2014-12-29T00:00:00.0000000Z,2015-01-05T00:00:00.0000000Z,2014-12-29T06:00:09.7000000Z,2015-01-04T16:09:07.9000000Z,2.4179,2.78,1.92,1.92,2698.096627,116
2014-12-22T00:00:00.0000000Z,2014-12-29T00:00:00.0000000Z,2014-12-22T17:22:29.1530000Z,2014-12-24T17:55:12.6330000Z,3.0545,3.0545,2.85,2.85,102.09109,8
2014-12-15T00:00:00.0000000Z,2014-12-22T00:00:00.0000000Z,2014-12-16T13:26:29.2700000Z,2014-12-21T15:56:43.7370000Z,3.11548,3.2,2.86296,2.9,13.32732483,13
2014-12-08T00:00:00.0000000Z,2014-12-15T00:00:00.0000000Z,2014-12-08T23:34:52.6570000Z,2014-12-14T10:50:07.3370000Z,3.61001,3.81446,3.06932,3.61,20.35797555,37
2014-12-01T00:00:00.0000000Z,2014-12-08T00:00:00.0000000Z,2014-12-01T03:35:24.9800000Z,2014-12-06T06:37:26.2230000Z,3.55822,3.64001,3.42296,3.61,43.59583,18
2014-11-24T00:00:00.0000000Z,2014-12-01T00:00:00.0000000Z,2014-11-26T22:16:52.3670000Z,2014-11-27T07:11:51.4270000Z,3.93712,3.93712,3.35443,3.35443,12.03786,2
2014-11-17T00:00:00.0000000Z,2014-11-24T00:00:00.0000000Z,2014-11-17T15:09:17.9270000Z,2014-11-20T13:34:45.2370000Z,3.97,3.97,3.69,3.69,15.20956376,16
2014-11-03T00:00:00.0000000Z,2014-11-10T00:00:00.0000000Z,2014-11-06T07:14:55.7100000Z,2014-11-08T12:55:57.7430000Z,3.96211,3.96211,3.48888,3.61943,57.96153905,19
2014-10-27T00:00:00.0000000Z,2014-11-03T00:00:00.0000000Z,2014-10-27T12:48:10.2000000Z,2014-11-02T13:12:17.9200000Z,4.19,4.24803,3.15629,3.15629,308.2023139,20
2014-10-20T00:00:00.0000000Z,2014-10-27T00:00:00.0000000Z,2014-10-20T03:19:49.7670000Z,2014-10-24T19:59:46.0900000Z,4.48491,4.48491,3.34286,3.95906,130.2665151,28
2014-10-13T00:00:00.0000000Z,2014-10-20T00:00:00.0000000Z,2014-10-13T12:24:20.1170000Z,2014-10-17T12:27:19.3230000Z,4.01775,4.01775,3.9942,3.9942,50.024,9
2014-10-06T00:00:00.0000000Z,2014-10-13T00:00:00.0000000Z,2014-10-06T15:04:06.5700000Z,2014-10-12T22:31:21.4470000Z,3.87402,4.52077,3.32273,3.89265,826.4004566,474
2014-09-29T00:00:00.0000000Z,2014-10-06T00:00:00.0000000Z,2014-10-01T23:19:27.6170000Z,2014-10-01T23:19:27.6170000Z,4.47319,4.47319,4.47319,4.47319,0.26778,1
2014-09-08T00:00:00.0000000Z,2014-09-15T00:00:00.0000000Z,2014-09-08T15:48:31.7570000Z,2014-09-10T14:05:17.3170000Z,4.6,4.83314,4.6,4.83314,144.47731,10
2014-09-01T00:00:00.0000000Z,2014-09-08T00:00:00.0000000Z,2014-09-01T04:41:22.0030000Z,2014-09-07T07:38:37.6630000Z,5,5,4.58586,4.58586,526.9423805,71
2014-08-25T00:00:00.0000000Z,2014-09-01T00:00:00.0000000Z,2014-08-30T21:09:25.2700000Z,2014-08-31T14:24:34.4970000Z,5.05411,5.05411,5,5,2.86761951,2
2014-08-18T00:00:00.0000000Z,2014-08-25T00:00:00.0000000Z,2014-08-18T11:48:46.2100000Z,2014-08-24T12:19:18.8770000Z,4,6.18384,3.93601,5.74296,241.1668792,97
2014-08-11T00:00:00.0000000Z,2014-08-18T00:00:00.0000000Z,2014-08-11T07:05:52.6430000Z,2014-08-17T15:21:06.8100000Z,6.70825,6.92145,4.61501,5,309.1969772,76
2014-08-04T00:00:00.0000000Z,2014-08-11T00:00:00.0000000Z,2014-08-05T20:32:13.1170000Z,2014-08-09T21:19:09.5300000Z,7.03267,7.5616,6.1,7.5616,71.08785558,37
2014-07-28T00:00:00.0000000Z,2014-08-04T00:00:00.0000000Z,2014-07-28T03:05:35.2700000Z,2014-08-02T17:30:41.8230000Z,7.68012,8.8,7.5,7.6,132.5711888,50
2014-07-21T00:00:00.0000000Z,2014-07-28T00:00:00.0000000Z,2014-07-24T22:34:55.5370000Z,2014-07-24T23:56:21.7500000Z,8,8,7.90758,7.90758,73.78,9
2014-07-14T00:00:00.0000000Z,2014-07-21T00:00:00.0000000Z,2014-07-14T16:16:54.8770000Z,2014-07-19T18:38:24.9000000Z,10,10,8.53319,8.92858,21.54275891,14
2014-07-07T00:00:00.0000000Z,2014-07-14T00:00:00.0000000Z,2014-07-07T06:24:27.1270000Z,2014-07-11T22:26:03.9970000Z,7.36731,8.19375,7.36731,7.6906,9.22935388,11
2014-06-30T00:00:00.0000000Z,2014-07-07T00:00:00.0000000Z,2014-06-30T02:52:12.3700000Z,2014-07-04T20:24:25.5170000Z,8.36573,9.14901,8,8,127.9162657,52
2014-06-23T00:00:00.0000000Z,2014-06-30T00:00:00.0000000Z,2014-06-23T08:41:27.6100000Z,2014-06-28T11:12:01.5330000Z,9.70001,9.99695,9.28651,9.60984,28.69111385,31
2014-06-16T00:00:00.0000000Z,2014-06-23T00:00:00.0000000Z,2014-06-16T07:38:28.3100000Z,2014-06-21T07:19:06.4430000Z,9.84337,10,9.5,9.54142,19.622689,6
2014-06-09T00:00:00.0000000Z,2014-06-16T00:00:00.0000000Z,2014-06-09T11:09:38.3670000Z,2014-06-15T08:59:12.8070000Z,11.08,11.27929,9.51489,9.51489,63.2610834,22
2014-06-02T00:00:00.0000000Z,2014-06-09T00:00:00.0000000Z,2014-06-02T05:21:37.7270000Z,2014-06-08T11:21:59.8930000Z,11.62433,11.62877,10.62575,11.43617,985.8030351,81