Exchange Id,Website,Name,Data Start,Data End,Data Quote Start,Data Quote End,Data Symbols Count,Volume 1hrs Usd,Volume 1day Usd,Volume 1mth Usd,Data Orderbook Start,Data Orderbook End,Data Trade Start,Data Trade End
ECB,https://www.ecb.europa.eu/,European Central Bank,2020-08-31,2021-05-20,2020-08-31T00:00:00.0000000Z,2021-05-20T17:30:00.9400000Z,32,0,0,0,,,,
BINANCE,https://www.binance.com/,Binance,2017-07-14,2021-05-20,2017-12-18T21:50:58.3910192Z,2021-05-20T17:42:55.1570000Z,1442,2773870017,83002570915,1275441904178,2017-12-18T21:50:58.3910192Z,2020-08-05T14:37:58.9010000Z,2017-07-14T04:00:00.3760000Z,2021-05-20T17:30:04.0966667Z
KRAKEN,https://www.kraken.com/,Kraken,2013-10-22,2021-05-20,2014-07-31T13:05:46.0000000Z,2021-05-20T17:42:46.6043345Z,443,169533972.6,5451223263,83398755226,2014-07-31T13:05:46.0000000Z,2020-08-05T14:37:20.1277711Z,2013-10-22T23:09:46.8630000Z,2021-05-20T17:30:04.0966667Z
COINBASE,https://pro.coinbase.com/,Coinbase Pro (GDAX),2015-01-14,2021-05-20,2015-05-17T00:51:32.6370000Z,2021-05-20T17:44:02.7893580Z,207,459080044.3,13704009882,181863762491,2015-05-17T00:51:32.6370000Z,2020-08-05T14:37:54.1606790Z,2015-01-14T16:07:05.0000000Z,2021-05-20T17:30:04.0966667Z
BITSTAMP,https://www.bitstamp.net/,Bitstamp Ltd.,2011-09-13,2021-05-20,2014-02-24T17:43:05.0000000Z,2021-05-20T17:42:37.1938057Z,75,55329086.98,2387651232,32809787253,2014-02-24T17:43:05.0000000Z,2020-08-05T14:37:55.5632395Z,2011-09-13T13:53:36.0000000Z,2021-05-20T17:30:04.0966667Z
GEMINI,https://gemini.com/,Gemini,2015-10-08,2021-05-20,2017-03-18T22:53:42.0948480Z,2021-05-20T17:44:50.1834791Z,60,36724786.39,1001840302,9315685839,2017-03-18T22:53:42.0948480Z,2020-08-05T14:37:10.5480000Z,2015-10-08T13:40:07.8010000Z,2021-05-20T17:30:04.0966667Z
LMAXDIGITAL,https://www.lmaxdigital.com/,LMAX Digital,2021-04-12,2021-05-20,2021-04-12T23:46:45.6180000Z,2021-05-20T17:41:51.4030000Z,16,57314312.15,2188248925,28657252789,2017-03-18T22:53:42.0948480Z,2020-08-05T14:37:10.5480000Z,2021-04-12T23:46:46.9870000Z,2021-05-20T17:30:04.0966667Z
OKCOINCNY,https://www.okcoin.cn/,OKCoin CNY,2013-06-12,2018-03-09,2015-02-15T12:53:50.3430000Z,2018-03-09T23:34:52.5800000Z,2,0,0,0,2015-02-15T12:53:50.3430000Z,2018-03-09T23:34:52.5800000Z,2013-06-12T14:24:24.0000000Z,2017-11-01T16:30:39.7077259Z
HUOBI,https://www.huobi.us/,Huobi (HBUS),2015-03-29,2020-03-30,2015-03-29T21:46:06.2630000Z,2020-03-30T08:40:10.1306733Z,777,0,0,0,2015-03-29T21:46:06.2630000Z,2020-03-30T08:40:10.1306733Z,2015-03-29T21:46:08.7030000Z,2019-12-16T00:23:43.4240000Z
BITTREX,https://bittrex.com/,Bittrex,2017-01-26,2021-05-20,2017-03-14T20:03:47.4782440Z,2021-05-20T17:42:56.2521869Z,1294,19924236.59,782214560.8,480721515681,2017-03-14T20:03:47.4782440Z,2020-08-05T14:37:03.9320257Z,2017-01-26T19:48:55.0000000Z,2021-05-20T17:30:04.0966667Z
POLONIEX,https://poloniex.com/,POLONIEX,2016-05-29,2021-05-20,2016-06-12T11:53:38.1523879Z,2021-05-20T17:42:55.7002810Z,504,50778767.27,2772978043,29229845459,2016-06-12T11:53:38.1523879Z,2020-08-05T14:37:20.4403838Z,2016-05-29T15:05:08.0000000Z,2021-05-20T17:30:04.0966667Z
BITFINEX,https://www.bitfinex.com/,Bitfinex,2013-01-14,2021-05-20,2014-02-24T17:43:05.0000000Z,2021-05-20T17:42:54.4853265Z,615,257076725.3,6992213783,105118581495,2014-02-24T17:43:05.0000000Z,2020-08-05T14:37:01.4705388Z,2013-01-14T16:47:23.0000000Z,2021-05-20T17:30:04.0966667Z
HUOBIPRO,https://www.hbg.com/,Huobi Global,2018-01-22,2021-05-20,2018-01-24T00:22:17.2456560Z,2021-05-20T17:42:55.8422587Z,1000,1252679485,30441234919,1297651016623,2018-01-24T00:22:17.2456560Z,2020-08-05T14:37:56.8725360Z,2018-01-22T12:55:12.5650000Z,2021-05-20T17:30:04.0966667Z
HITBTC,https://hitbtc.com/,HitBTC,2013-12-27,2021-05-20,2017-03-18T22:53:44.4091161Z,2021-05-20T17:42:56.0415187Z,1741,78748084.25,2221364477,113821048112,2017-03-18T22:53:44.4091161Z,2020-08-05T14:37:20.6006729Z,2013-12-27T08:23:37.0000000Z,2021-05-20T17:30:04.0966667Z
BTCCHINA,https://www.btcchina.com/,BTCCHINA,2011-06-13,2019-02-06,2015-03-29T04:20:18.0000000Z,2019-02-06T15:48:55.5557396Z,3,0,0,0,2015-03-29T04:20:18.0000000Z,2019-02-06T15:48:55.5557396Z,2011-06-13T05:13:24.0000000Z,2018-03-09T22:06:20.0000000Z
BITFLYER,https://bitflyer.jp/,bitFlyer (replaced by BITFLYERLTNG),2017-11-28,2020-07-26,2017-11-29T01:10:28.2891461Z,2020-07-26T21:52:04.1273385Z,136,0,0,0,2017-11-29T01:10:28.2891461Z,2020-07-26T21:52:04.1273385Z,2017-11-28T03:22:58.0000000Z,2020-07-26T21:50:16.0000000Z
BITHUMB,https://www.bithumb.com/,BITHUMB,2017-09-21,2021-05-20,2017-09-21T13:50:30.0371289Z,2021-05-20T17:30:00.9400000Z,217,0,12218432719,177068201385,2017-09-21T13:50:30.0371289Z,2020-08-05T14:37:10.6246508Z,2017-09-21T13:43:23.0000000Z,2021-05-20T17:30:04.0966667Z
COINONE,https://coinone.co.kr/,coinone,2017-09-20,2021-05-20,2017-09-21T13:36:45.5891048Z,2021-05-20T17:42:38.0194448Z,9,16857860.02,716799685.1,13160137824,2017-09-21T13:36:45.5891048Z,2020-08-05T14:37:06.6771830Z,2017-09-20T13:37:21.0000000Z,2021-05-20T17:30:04.0966667Z
OKEX,https://www.okex.com/,OKEx,2017-12-01,2021-05-20,2017-12-18T21:01:51.6121385Z,2021-05-20T17:42:51.2770000Z,6752,15288117989,604508942322,9008024294085,2017-12-18T21:01:51.6121385Z,2020-08-05T14:37:56.0710000Z,2017-12-01T15:26:32.0000000Z,2021-05-20T17:30:04.0966667Z
OKCOINUSD,https://www.okcoin.com/,OKCoin USD,2015-02-14,2021-05-20,2015-02-15T12:53:46.6330000Z,2021-05-20T17:42:10.3270000Z,44,3276786.93,155250140.9,1922139587,2015-02-15T12:53:46.6330000Z,2020-07-21T08:40:29.7790000Z,2015-02-14T16:15:05.5900000Z,2021-05-20T17:30:04.0966667Z
BTCTRADE,https://www.btctrade.com/,BTCTRADE,2015-05-17,2019-02-06,2015-05-17T14:57:14.3470000Z,2019-02-06T15:50:53.7510625Z,6,0,0,0,2015-05-17T14:57:14.3470000Z,2019-02-06T15:50:53.7510625Z,2015-05-17T15:04:12.0000000Z,2018-03-09T21:52:49.0000000Z
BITMEX,https://www.bitmex.com/,BitMEX,2014-11-22,2021-05-20,2014-11-22T16:58:47.8820780Z,2021-05-20T17:42:36.8315775Z,292,234108319.1,7375049785,149807310771,2014-11-22T16:58:47.8820780Z,2020-08-05T14:37:16.1266801Z,2014-11-22T17:51:38.9484710Z,2021-05-20T17:30:04.0966667Z
KUCOIN,https://kucoin.com/,Kucoin,2018-01-24,2021-05-20,2018-01-24T00:22:08.7776711Z,2021-05-20T17:42:55.7438173Z,1027,199771199673933,1.91796E+16,6.15211E+17,2018-01-24T00:22:08.7776711Z,2020-08-05T14:37:10.9225584Z,2018-01-24T15:12:15.0000000Z,2021-05-20T17:30:04.0966667Z
ITBIT,https://www.itbit.com/,itBit,2013-08-25,2021-05-20,2015-05-26T18:24:28.9330000Z,2021-05-20T17:42:10.7840957Z,9,3949260.44,157112363,1790373908,2015-05-26T18:24:28.9330000Z,2020-08-05T14:38:00.7082850Z,2013-08-25T00:21:44.0000000Z,2021-05-20T17:30:04.0966667Z
DERIBIT,https://www.deribit.com/,Deribit,2016-12-02,2021-05-20,2017-03-14T20:03:36.9946659Z,2021-05-20T17:30:00.9400000Z,44970,0,0,222823398607567,2017-03-14T20:03:36.9946659Z,2020-08-05T14:37:48.1277577Z,2016-12-02T05:15:13.4340000Z,2021-05-20T17:30:04.0966667Z
BITBAY,https://www.bitbay.net/,BitBay,2014-03-29,2021-05-20,2017-08-29T15:47:11.6744609Z,2021-05-20T17:42:44.4810000Z,214,16434146.21,7523018811,173016994857,2017-08-29T15:47:11.6744609Z,2020-08-05T14:37:41.6530000Z,2014-03-29T12:36:43.0000000Z,2021-05-20T17:30:04.0966667Z
BIBOX,https://www.bibox.com/,Bibox,2018-11-20,2021-05-20,2018-11-27T00:44:52.1671444Z,2021-05-20T17:42:54.9363256Z,603,287712054.5,8398557544,52207053206,2018-11-27T00:44:52.1671444Z,2020-08-05T14:37:42.5818114Z,2018-11-20T18:52:30.0000000Z,2021-05-20T17:30:04.0966667Z
UPBIT,https://upbit.com/,UPbit Korea,2018-08-20,2021-05-20,2018-08-20T23:03:42.8653704Z,2021-05-20T17:42:53.8080000Z,498,110182488.9,4601992708,67538465671,2018-08-20T23:03:42.8653704Z,2020-08-05T14:37:11.0590000Z,2018-08-20T00:00:58.5670000Z,2021-05-20T17:30:04.0966667Z
BINANCEUS,https://www.binance.us/,Binance US,2019-10-09,2021-05-20,2019-10-09T13:14:23.9239466Z,2021-05-20T17:42:29.4820000Z,109,106577107.1,2814557758,43432917770,2019-10-09T13:14:23.9239466Z,2020-08-05T14:37:39.1930000Z,2019-10-09T13:14:47.5920000Z,2021-05-20T17:30:04.0966667Z
CRYPTOPIA,https://www.cryptopia.co.nz/,Cryptopia,2014-12-07,2019-05-14,2017-03-14T20:03:49.1491232Z,2019-05-14T04:39:36.3417482Z,4659,0,0,0,2017-03-14T20:03:49.1491232Z,2019-05-14T04:39:36.3417482Z,2014-12-07T20:04:05.0000000Z,2019-05-14T04:38:57.0000000Z
COINCHECK,https://coincheck.com/,coincheck,2017-03-14,2021-05-20,2017-03-14T20:03:20.5307029Z,2021-05-20T17:38:10.2066525Z,13,0,0,0,2017-03-14T20:03:20.5307029Z,2020-08-05T14:37:06.3691036Z,2017-03-14T20:04:46.0000000Z,2017-12-18T10:58:56.0000000Z
LIQUI,https://liqui.io/,Liqui,2016-09-08,2019-03-19,2017-09-21T13:45:51.3610312Z,2019-03-19T15:22:49.3593353Z,488,0,0,0,2017-09-21T13:45:51.3610312Z,2019-03-19T15:22:49.3593353Z,2016-09-08T12:23:19.0000000Z,2019-01-27T21:34:45.0000000Z
EXMO,https://exmo.com/,EXMO,2016-02-17,2021-05-20,2017-03-14T20:04:15.0007802Z,2021-05-20T17:42:54.4388970Z,235,2662131.09,72640338.91,1618375832,2017-03-14T20:04:15.0007802Z,2020-08-05T14:37:31.8852981Z,2016-02-17T16:38:11.0000000Z,2021-05-20T17:30:04.0966667Z
CHBTC,https://www.chbtc.com/,CHBTC,2015-05-18,2019-02-06,2015-05-19T14:31:56.5100000Z,2019-02-06T15:52:49.1677389Z,12,0,0,0,2015-05-19T14:31:56.5100000Z,2019-02-06T15:52:49.1677389Z,2015-05-18T00:17:33.0000000Z,2019-02-06T15:43:57.0000000Z
JUBI,https://www.jubi.com/,Jubi,2014-12-31,2019-04-15,2017-03-18T22:53:36.0065489Z,2019-04-15T21:16:24.2699920Z,41,0,0,0,2017-03-18T22:53:36.0065489Z,2019-04-15T21:16:24.2699920Z,2014-12-31T12:12:00.0000000Z,2017-09-07T12:19:20.0000000Z
ZAIF,https://zaif.jp/,Zaif,2017-11-08,2021-05-20,2017-12-28T21:48:26.7161574Z,2021-05-20T17:35:20.8084686Z,30,565565.2,48108432.89,606602550.4,2017-12-28T21:48:26.7161574Z,2020-08-05T14:37:06.3213969Z,2017-11-08T10:35:32.0000000Z,2021-05-20T17:30:04.0966667Z
KORBIT,https://www.korbit.co.kr/,Korbit,2013-09-03,2021-05-20,2017-03-18T22:53:39.4192811Z,2021-05-20T17:42:54.3829972Z,41,0,0,0,2017-03-18T22:53:39.4192811Z,2020-08-05T14:37:12.8898539Z,2013-09-03T06:31:37.0000000Z,2019-10-01T17:25:00.7870000Z
BTC38,http://www.btc38.com,BTC38,2017-03-16,2018-01-09,2017-03-18T22:53:45.3558927Z,2018-01-09T00:02:43.5604799Z,53,0,0,0,2017-03-18T22:53:45.3558927Z,2018-01-09T00:02:43.5604799Z,2017-03-16T13:30:42.0000000Z,2017-10-31T03:58:21.0000000Z
MTGOX,https://www.mtgox.com/,mtgox,2010-07-17,2014-02-25,2017-03-18T22:53:45.3558927Z,2018-01-09T00:02:43.5604799Z,15,0,0,0,2017-03-18T22:53:45.3558927Z,2018-01-09T00:02:43.5604799Z,2010-07-17T23:09:17.0000000Z,2014-02-25T01:59:06.0000000Z
LAKEBTC,https://www.lakebtc.com/,LakeBTC,2014-03-01,2021-05-20,2017-03-18T22:53:40.7300076Z,2021-05-20T17:40:07.7588839Z,10,0,0,66314032.24,2017-03-18T22:53:40.7300076Z,2020-08-05T14:37:33.6953758Z,2014-03-01T12:01:39.0000000Z,2021-05-20T17:30:04.0966667Z
BLEUTRADE,https://bleutrade.com,Bleutrade,2017-02-16,2021-05-20,2017-03-14T20:04:25.7449674Z,2021-05-20T17:38:02.2075417Z,399,443.66,31770.41,551233.91,2017-03-14T20:04:25.7449674Z,2020-08-05T14:14:01.8765542Z,2017-02-16T20:09:59.0000000Z,2021-05-20T17:30:04.0966667Z
BITCOINID,https://indodax.com/,Indodax,2018-01-05,2021-05-20,2018-01-05T15:56:05.6259966Z,2021-05-20T17:41:02.5837412Z,21,885860.27,45132135.79,821917783.4,2018-01-05T15:56:05.6259966Z,2020-08-05T14:37:42.4610048Z,2018-01-05T15:51:29.0000000Z,2021-05-20T17:30:04.0966667Z
TIDEX,https://tidex.com/,Tidex,2017-02-10,2021-05-20,2017-12-28T21:49:03.2916366Z,2021-05-20T17:42:52.5483292Z,389,31776.75,523389049353,4280076318193,2017-12-28T21:49:03.2916366Z,2020-08-05T14:37:29.8830948Z,2017-02-10T20:18:18.0000000Z,2021-05-20T17:30:04.0966667Z
ACX,https://acx.io/,ACX,2017-09-13,2021-05-20,2017-09-21T13:50:21.9301963Z,2021-05-20T17:30:00.9400000Z,38,0,0,0,2017-09-21T13:50:21.9301963Z,2020-08-05T11:42:15.2803147Z,2017-09-13T10:58:32.0000000Z,2020-06-26T02:51:23.0000000Z
BITSO,https://bitso.com/,Bitso,2017-08-29,2021-05-20,2017-08-29T15:47:12.6045423Z,2021-05-20T17:30:00.9400000Z,26,0,0,580121163.4,2017-08-29T15:47:12.6045423Z,2020-08-05T14:37:56.0186756Z,2017-08-29T03:39:38.0000000Z,2021-05-20T17:30:04.0966667Z
LIVECOIN,https://www.livecoin.net/,LiveCoin,2017-12-28,2020-12-24,2017-12-28T21:41:59.3272652Z,2020-12-24T17:23:07.1036713Z,1720,0,0,0,2017-12-28T21:41:59.3272652Z,2020-08-05T14:37:14.2365048Z,2017-12-28T20:44:07.0000000Z,2020-12-24T17:19:51.0000000Z
MIXCOINS,https://mixcoins.com/,MixCoins,2018-01-19,2021-04-09,2018-01-24T00:21:38.5122245Z,2021-04-09T22:00:35.6223081Z,11,0,0,0,2018-01-24T00:21:38.5122245Z,2020-08-05T11:54:12.0230165Z,2018-01-19T02:29:23.0000000Z,2020-12-27T18:51:29.0000000Z
VIRWOX,https://www.virwox.com/,BirWoX,2011-04-27,2020-01-06,2017-03-14T20:04:16.0302851Z,2020-01-06T09:52:30.8182707Z,12,0,0,0,2017-03-14T20:04:16.0302851Z,2020-01-06T09:52:30.8182707Z,2011-04-27T16:05:09.0000000Z,2020-01-06T09:10:21.0000000Z
BTER,https://bter.com/,Bter,2017-01-08,2018-03-10,2017-01-08T23:59:43.3338614Z,2018-03-09T23:36:52.2702686Z,208,0,0,0,2017-01-08T23:59:43.3338614Z,2018-03-09T23:36:52.2702686Z,2017-01-09T00:21:54.0000000Z,2018-03-10T02:08:08.0000000Z
MERCADOBITCOIN,https://www.mercadobitcoin.com.br/,Mercado Bitcoin,2017-03-07,2021-05-20,2017-03-14T20:05:05.6101304Z,2021-05-20T17:42:54.7274396Z,40,1529710.38,49529968.79,825138795.6,2017-03-14T20:05:05.6101304Z,2020-08-05T14:37:47.4793639Z,2017-03-07T18:04:01.0000000Z,2021-05-20T17:30:04.0966667Z
COINNEST,https://www.coinnest.co.kr/,Coinnest,2017-12-17,2019-06-26,2017-12-18T21:44:18.7514464Z,2019-06-26T12:46:48.6026282Z,22,0,0,0,2017-12-18T21:44:18.7514464Z,2019-06-26T12:46:48.6026282Z,2017-12-17T09:56:31.0000000Z,2019-04-30T08:01:20.0000000Z
CEXIO,https://cex.io/,CEX.IO,2018-01-15,2021-05-20,2018-01-24T00:21:46.8349102Z,2021-05-20T17:42:55.2121669Z,214,10305901.4,370541198.4,3006093530,2018-01-24T00:21:46.8349102Z,2020-08-05T14:37:26.0113553Z,2018-01-15T19:18:49.0000000Z,2021-05-20T17:30:04.0966667Z
THEROCKTRADING,https://www.therocktrading.com/,The Rock Trading LTD.,2011-11-09,2021-05-20,2017-03-14T20:05:17.8425642Z,2021-05-20T17:41:37.2355893Z,35,366288183.1,9569108966,254208150106,2017-03-14T20:05:17.8425642Z,2020-08-05T14:37:15.8731749Z,2011-11-09T14:33:28.0000000Z,2021-05-20T17:30:04.0966667Z
CCEX,https://c-cex.com/,c-cex,2014-02-11,2019-06-20,2017-03-14T20:03:12.2346102Z,2019-06-20T05:19:56.7398163Z,1424,0,0,0,2017-03-14T20:03:12.2346102Z,2019-06-20T05:19:56.7398163Z,2014-02-11T19:40:58.0000000Z,2019-06-11T09:52:53.0000000Z
BITYES,https://www.bityes.com/,BitYes,2015-05-18,2019-02-06,2015-05-18T00:48:48.4730000Z,2019-02-06T15:41:13.9066836Z,2,0,0,0,2015-05-18T00:48:48.4730000Z,2019-02-06T15:41:13.9066836Z,2015-05-18T00:48:55.0000000Z,2019-02-06T15:45:13.0000000Z
QUADRIGACX,https://www.quadrigacx.com/,QuadrigaCX,2017-03-14,2019-01-28,2017-03-14T20:05:08.1246185Z,2019-01-28T21:01:56.0758582Z,11,0,0,0,2017-03-14T20:05:08.1246185Z,2019-01-28T21:01:56.0758582Z,2017-03-14T20:10:31.0000000Z,2019-01-28T21:01:30.0000000Z
BITMARKET,https://www.bitmarket.pl,BitMarket,2011-04-05,2019-07-08,2017-08-29T15:47:10.0528025Z,2019-07-08T22:04:27.4211942Z,4,0,0,0,2017-08-29T15:47:10.0528025Z,2019-07-08T22:04:27.4211942Z,2011-04-05T18:49:48.0000000Z,2019-07-08T22:02:31.0000000Z
LUNO,https://www.luno.com,Luno,2017-12-28,2021-05-20,2017-12-28T21:44:47.2651267Z,2021-05-20T17:36:35.5221307Z,4,1414030.93,58700176.53,784369907.5,2017-12-28T21:44:47.2651267Z,2020-08-05T14:37:50.3015153Z,2017-12-28T14:19:44.8820000Z,2021-05-20T17:30:04.0966667Z
BTCMARKETS,https://www.btcmarkets.net/,BTC Markets Pty Ltd.,2017-12-25,2021-05-20,2017-12-28T21:38:26.3015015Z,2021-05-20T17:42:44.0314647Z,11,629183.69,60692493.71,837397803.6,2017-12-28T21:38:26.3015015Z,2020-08-05T14:37:59.6681772Z,2017-12-25T10:18:54.0000000Z,2021-05-20T17:30:04.0966667Z
VAULTORO,https://www.vaultoro.com/,Vaultoro,2017-03-14,2019-11-01,2017-03-14T20:05:23.8488070Z,2019-11-01T19:35:17.2927695Z,1,0,0,0,2017-03-14T20:05:23.8488070Z,2019-11-01T19:35:17.2927695Z,2017-03-14T20:07:49.0000000Z,2019-09-30T14:55:05.0000000Z
BTCBOX,https://www.btcbox.co.jp/,BtcBox,2018-01-24,2021-05-20,2018-01-24T00:21:41.0728293Z,2021-05-20T17:30:55.2275954Z,1,1868413.99,30934780.08,1117451241,2018-01-24T00:21:41.0728293Z,2020-08-05T14:36:31.8791798Z,2018-01-24T23:24:33.0000000Z,2021-05-20T17:30:04.0966667Z
GATECOIN,https://gatecoin.com/,Gatecoin,2017-03-14,2019-03-13,2017-03-14T20:04:17.4937751Z,2019-03-13T14:29:02.8306514Z,10,0,0,0,2017-03-14T20:04:17.4937751Z,2019-03-13T14:29:02.8306514Z,2017-03-14T22:00:23.0000000Z,2019-03-13T14:03:45.0000000Z
GETBTC,https://getbtc.org/,GetBTC,2018-01-24,2019-02-25,2018-01-24T00:25:52.2092047Z,2019-02-25T07:57:30.2362884Z,3,0,0,0,2018-01-24T00:25:52.2092047Z,2019-02-25T07:57:30.2362884Z,2018-01-24T23:35:14.0000000Z,2019-02-25T07:56:38.0000000Z
ALLCOIN,https://www.allcoin.com/,Allcoin,2017-06-19,2020-02-25,2018-01-24T00:42:37.0818542Z,2020-02-25T01:17:27.6473725Z,130,0,0,0,2018-01-24T00:42:37.0818542Z,2020-02-25T01:17:27.6473725Z,2017-06-19T05:31:08.2600000Z,2020-02-25T01:16:50.0000000Z
COINMATE,https://coinmate.io/,Coin Mate,2017-03-14,2021-05-20,2017-03-14T20:04:13.3389084Z,2021-05-20T17:41:44.0459831Z,20,264407.52,8328231.18,115713760.1,2017-03-14T20:04:13.3389084Z,2020-08-05T14:37:49.6795885Z,2017-03-14T20:04:43.2020000Z,2021-05-20T17:30:04.0966667Z
