Exchange Id,Website,Name,Data Start,Data End,Data Quote Start,Data Quote End,Data Symbols Count,Volume 1hrs Usd,Volume 1day Usd,Volume 1mth Usd,Data Orderbook Start,Data Orderbook End,Data Trade Start,Data Trade End
HUOBIRU,http://huobi.com.ru/,Huobi Russia,2020-07-28,2020-12-11,2020-07-28T15:17:33.0948743Z,2020-12-11T11:01:42.5251976Z,468,0,0,0,2020-07-28T15:17:33.0948743Z,2020-08-05T14:37:54.0501603Z,2020-07-28T15:17:33.3710000Z,2020-12-11T11:01:31.7520000Z
OVIS,https://www.ovis.com.tr/,Ovis,2019-04-08,2020-05-19,2019-04-08T15:18:03.8366018Z,2020-05-19T22:23:52.5115974Z,17,0,0,0,2019-04-08T15:18:03.8366018Z,2020-05-19T22:23:52.5115974Z,2019-04-08T15:28:37.8810000Z,2019-05-02T09:59:01.3990000Z
BTCEXCHANGE,https://www.btc-exchange.com/,BTC-exchange,2020-05-05,2021-05-20,2020-05-05T13:01:35.2866584Z,2021-05-20T17:42:37.1398480Z,7,9295.9,817267.91,6868659.47,2020-05-05T13:01:35.2866584Z,2020-08-05T14:37:06.6531791Z,2020-05-10T23:07:35.0000000Z,2021-05-20T17:30:04.0966667Z
BITBNS,https://bitbns.com/,Bitbns,2019-10-01,2021-05-20,2019-10-01T17:19:09.0483960Z,2021-05-20T17:40:42.2244718Z,31,0,0,0,2019-10-01T17:19:09.0483960Z,2020-08-05T14:35:36.1770418Z,2020-05-10T23:07:35.0000000Z,2021-05-20T17:30:04.0966667Z
BITSHARES,http://cryptofresh.com/,BitShares Asset Exchange,2019-10-01,2020-03-31,2019-10-01T17:20:06.6867229Z,2020-03-31T00:15:41.8515575Z,541,0,0,0,2019-10-01T17:20:06.6867229Z,2020-03-31T00:15:41.8515575Z,2020-05-10T23:07:35.0000000Z,2021-05-20T17:30:04.0966667Z
BITHUMBSG,https://www.bithumbsg.com,Bithumb Singapore,2020-01-01,2021-05-20,2020-01-01T02:31:03.5760497Z,2021-05-20T17:37:20.7853642Z,31,61332.04,1203206.23,44076757.12,2020-01-01T02:31:03.5760497Z,2020-08-05T14:37:13.7842789Z,2020-01-01T10:31:05.9713530Z,2021-05-20T17:30:04.0966667Z
CRYPTOMKT,https://www.cryptomkt.com/,CryptoMarket,2019-04-08,2021-05-20,2019-04-08T15:18:05.5157450Z,2021-05-20T17:42:36.9147988Z,20,254504.51,6589519.76,102040374.5,2019-04-08T15:18:05.5157450Z,2020-08-05T14:37:36.7935583Z,2019-04-08T15:22:54.8750640Z,2021-05-20T17:30:04.0966667Z
BIRAKE,https://birake.com/,Birake Network,2021-02-18,2021-05-20,2021-02-18T15:49:30.3361085Z,2021-05-20T17:30:28.3588247Z,124,122.26,31387.86,1503421.2,2019-04-08T15:18:05.5157450Z,2020-08-05T14:37:36.7935583Z,2021-02-18T15:50:08.0000000Z,2021-05-20T17:30:04.0966667Z
ZB,https://www.zb.com/,ZB,2018-12-29,2020-09-21,2019-02-19T17:05:16.1489961Z,2020-09-16T19:55:55.2073559Z,297,0,0,0,2019-02-19T17:05:16.1489961Z,2020-08-05T14:37:07.0698949Z,2018-12-29T16:50:07.0000000Z,2020-09-21T10:53:11.0000000Z
CITEX,https://www.citex.co.kr/,CITEX,2020-05-05,2021-04-06,2020-05-05T17:04:32.3132572Z,2021-04-06T06:59:59.2480904Z,16,0,0,0,2020-05-05T17:04:32.3132572Z,2020-08-05T10:09:58.3303891Z,2020-05-05T17:04:38.2630000Z,2021-04-06T06:58:41.0830000Z
ZBG,https://www.zbg.com/,ZBG,2019-04-24,2021-05-20,2019-04-24T11:35:18.3537588Z,2021-05-20T17:42:55.2836372Z,434,0,0,0,2019-04-24T11:35:18.3537588Z,2020-08-05T14:37:05.3883892Z,2019-04-24T11:35:18.0000000Z,2020-07-28T15:22:30.0000000Z
BGOGO,https://bgogo.com/,Bgogo,2019-04-08,2021-05-20,2019-04-08T15:17:59.1913899Z,2021-05-20T17:40:18.1995329Z,89,512790290837,12786031417310,379750818492146,2019-04-08T15:17:59.1913899Z,2020-08-05T14:36:51.8279280Z,2019-04-08T15:18:00.0000000Z,2021-05-20T17:30:04.0966667Z
TRIVPRO,https://tpro.co.id/,Triv Pro,2020-05-05,2021-05-20,2020-05-05T17:04:30.5388591Z,2021-05-20T17:40:54.9016847Z,12,3424713.41,83083407.67,2392613867,2020-05-05T17:04:30.5388591Z,2020-08-05T14:37:54.7465729Z,2020-05-05T17:05:10.0000000Z,2021-05-20T17:30:04.0966667Z
TOKOK,https://www.tokok.com,TokTok,2019-04-08,2021-05-20,2019-04-08T15:19:02.7190000Z,2021-05-20T17:42:27.8610000Z,209,9000049.63,254094556.6,7577347003,2019-04-08T15:19:02.7190000Z,2020-08-05T14:37:53.9614353Z,2019-04-08T15:21:45.0000000Z,2021-05-20T17:30:04.0966667Z
INDOEX,https://international.indoex.io/,IndoEx,2020-05-05,2021-05-20,2020-05-05T00:00:10.1717932Z,2021-05-20T17:42:55.9931788Z,1785,1168096.24,84039612.65,3337105666,2020-05-05T00:00:10.1717932Z,2020-08-05T14:37:15.1681033Z,2020-05-05T13:21:04.0000000Z,2021-05-20T17:30:04.0966667Z
FEX,http://fexpro.net/,FEX,2020-05-05,2021-03-23,2020-05-05T00:03:05.2148611Z,2021-03-23T23:29:29.5061008Z,68,0,0,0,2020-05-05T00:03:05.2148611Z,2020-08-05T14:37:48.4597666Z,2020-05-14T11:56:03.0000000Z,2021-02-24T16:00:31.0000000Z
BASEFEX,https://www.basefex.com/,BaseFEX,2020-05-05,2021-05-20,2020-05-05T00:00:00.3622353Z,2021-05-20T17:33:20.1983693Z,12,34713369095,990848608689,17410726147684,2020-05-05T00:00:00.3622353Z,2020-08-05T14:37:31.4899671Z,2020-05-05T13:00:52.7790000Z,2021-05-20T17:30:04.0966667Z
COINZEST,https://www.coinzest.co.kr/,CoinZest,2019-04-19,2019-09-30,2019-04-19T01:38:15.1717028Z,2019-09-30T14:45:56.7121506Z,129,0,0,0,2019-04-19T01:38:15.1717028Z,2019-09-30T14:45:56.7121506Z,2020-05-05T13:00:52.7790000Z,2021-05-20T17:30:04.0966667Z
BEQUANT,https://bequant.io/,BEQUANT,2021-02-18,2021-05-20,2021-02-18T15:50:00.4558754Z,2021-05-20T17:42:46.0400941Z,186,76460990.2,2086243268,46650357048,2019-04-19T01:38:15.1717028Z,2019-09-30T14:45:56.7121506Z,2021-02-18T15:49:59.6910000Z,2021-05-20T17:30:04.0966667Z
INSTANTBITEX,https://instantbitex.com/,Instant Bitex,2018-09-29,2020-01-20,2019-05-05T06:18:06.7114893Z,2020-01-17T16:29:08.8790150Z,292,0,0,0,2019-05-05T06:18:06.7114893Z,2020-01-17T16:29:08.8790150Z,2018-09-29T01:50:08.0000000Z,2020-01-20T13:54:14.0000000Z
XENA,https://xena.exchange/,Xena Exchange,2018-09-29,2020-01-20,2019-05-05T06:18:06.7114893Z,2020-01-17T16:29:08.8790150Z,9,0,0,0,2019-05-05T06:18:06.7114893Z,2020-01-17T16:29:08.8790150Z,2018-09-29T01:50:08.0000000Z,2020-01-20T13:54:14.0000000Z
COINEAL,https://www.coineal.com/,Coineal,2019-10-01,2021-05-20,2019-10-01T17:21:59.2409145Z,2021-05-20T17:42:38.7608250Z,179,19331173.85,269280183684,4364230564166,2019-10-01T17:21:59.2409145Z,2020-08-05T14:37:22.0216726Z,2019-10-01T17:22:01.0000000Z,2021-05-20T17:30:04.0966667Z
PARIBU,https://www.paribu.com/,Paribu,2019-10-01,2021-05-20,2019-10-01T17:27:26.1924563Z,2021-05-20T17:42:16.6154081Z,47,0,0,0,2019-10-01T17:27:26.1924563Z,2020-08-05T14:38:38.3413202Z,2019-10-01T17:22:01.0000000Z,2021-05-20T17:30:04.0966667Z
HADAX,https://www.hadax.com,Hadax,2018-11-10,2021-05-20,2018-11-10T15:29:31.7889589Z,2021-05-20T17:42:56.8331094Z,983,1250161117,32313591032,1275647008578,2018-11-10T15:29:31.7889589Z,2020-08-05T14:37:03.5776321Z,2018-11-10T13:47:26.2730000Z,2021-05-20T17:30:04.0966667Z
ZG,https://www.zg.com/,ZG.com,2020-05-05,2020-05-14,2020-05-05T13:17:56.0132441Z,2020-05-14T01:59:34.7596618Z,243,0,0,0,2020-05-05T13:17:56.0132441Z,2020-05-14T01:59:34.7596618Z,2020-05-05T13:18:49.0000000Z,2020-05-14T01:59:54.0000000Z
BITFLYERLTNG,https://lightning.bitflyer.com/,bitFlyer Lightning,2019-10-01,2021-05-20,2019-10-01T17:19:29.0930134Z,2021-05-20T17:38:21.3418818Z,88,33454922.73,1484386016,15814840292,2019-10-01T17:19:29.0930134Z,2020-08-05T14:37:03.3361626Z,2019-10-01T17:19:28.4200000Z,2021-05-20T17:30:04.0966667Z
ISX,https://beta.isx.is/,ISX,2019-04-02,2021-05-20,2019-04-08T15:18:01.1770888Z,2021-05-20T17:30:00.9400000Z,4,0,5008.1,270868.76,2019-04-08T15:18:01.1770888Z,2020-08-05T11:52:55.5177372Z,2019-04-02T15:36:07.0000000Z,2021-05-20T17:30:04.0966667Z
GOPAX,https://www.gopax.com/,GOPAX,2018-02-23,2021-03-23,2019-04-08T15:18:02.2897595Z,2021-03-23T07:25:55.1227857Z,172,0,0,0,2019-04-08T15:18:02.2897595Z,2020-08-05T14:37:41.9226490Z,2018-02-23T12:04:51.0000000Z,2021-03-23T06:12:03.0000000Z
PROBIT,https://www.probit.com,ProBit Exchange,2020-01-01,2021-05-20,2020-01-01T02:45:08.1321816Z,2021-05-20T17:34:27.5456006Z,1182,0,0,0,2020-01-01T02:45:08.1321816Z,2020-08-05T11:56:09.0105373Z,2018-02-23T12:04:51.0000000Z,2021-03-23T06:12:03.0000000Z
FATBTC,https://www.fatbtc.com/,FatBTC,2019-04-18,2020-06-14,2019-04-18T09:54:11.3260416Z,2020-06-14T08:27:06.2789789Z,69,0,0,0,2019-04-18T09:54:11.3260416Z,2020-06-14T08:27:06.2789789Z,2019-04-19T05:49:01.3590000Z,2019-04-20T03:22:39.1800000Z
COBINHOOD,https://cobinhood.com/,COBINHOOD,2018-04-09,2019-11-26,2018-11-03T13:09:03.1540232Z,2019-11-26T12:43:52.3732509Z,179,0,0,0,2018-11-03T13:09:03.1540232Z,2019-11-26T12:43:52.3732509Z,2018-04-09T19:21:36.6980000Z,2019-10-22T17:50:18.5540000Z
COINBENE,https://www.coinbene.com/,CoinBene,2018-06-08,2020-10-28,2018-11-02T12:29:50.6703027Z,2020-10-28T07:06:25.1203839Z,424,0,0,0,2018-11-02T12:29:50.6703027Z,2020-08-05T14:37:28.9168904Z,2018-06-08T13:40:11.0000000Z,2020-10-28T07:05:00.0000000Z
BITASSET,https://www.bitasset.com/,BitAsset,2021-02-18,2021-04-14,2021-02-18T15:50:03.9251990Z,2021-04-14T16:32:05.0778377Z,276,0,0,0,2018-11-02T12:29:50.6703027Z,2020-08-05T14:37:28.9168904Z,2018-06-08T13:40:11.0000000Z,2020-10-28T07:05:00.0000000Z
DRAGONEX,https://dragonex.io/,DragonEX,2019-04-23,2021-05-20,2019-04-23T10:04:29.5913126Z,2021-05-20T17:42:50.7820930Z,197,107158623.1,2508498430,79906333173,2019-04-23T10:04:29.5913126Z,2020-08-05T14:37:59.6049752Z,2019-04-23T10:04:29.4750000Z,2021-05-20T17:30:04.0966667Z
MXC,https://www.mxc.com/,MXC,2020-05-05,2021-05-20,2020-05-05T00:00:00.1335099Z,2021-05-20T17:42:56.1713691Z,1200,0,0,0,2020-05-05T00:00:00.1335099Z,2020-08-05T14:37:20.6587985Z,2019-04-23T10:04:29.4750000Z,2021-05-20T17:30:04.0966667Z
CRXZONE,https://www.crxzone.com/,CRXzone,2017-07-13,2021-05-20,2019-04-08T15:17:55.5549491Z,2021-05-20T17:40:42.2804569Z,5,0,0.73,155558.34,2019-04-08T15:17:55.5549491Z,2020-08-05T14:37:20.3346033Z,2017-07-13T12:11:32.0000000Z,2021-05-20T17:30:04.0966667Z
OOOBTC,https://www.ooobtc.com/,OOOBTC,2019-04-08,2020-03-22,2019-04-08T15:19:04.0034189Z,2020-03-22T16:04:22.0000000Z,53,0,0,0,2019-04-08T15:19:04.0034189Z,2020-03-22T16:04:22.0000000Z,2019-04-08T04:44:03.0000000Z,2020-03-22T15:59:39.0000000Z
COINJAR,https://www.coinjar.com/,CoinJar,2019-04-08,2021-05-20,2019-04-08T15:33:59.7240510Z,2021-05-20T17:42:45.2427522Z,60,0,0,0,2019-04-08T15:33:59.7240510Z,2020-08-05T14:37:05.3051604Z,2019-04-09T09:58:50.9245670Z,2019-06-22T12:45:58.5429490Z
COINSBIT,https://coinsbit.io/,Coinsbit,2019-10-01,2021-05-20,2019-10-01T15:06:47.0737928Z,2021-05-20T17:42:28.8000748Z,880,27265430.57,1035445360,23919234372,2019-10-01T15:06:47.0737928Z,2020-08-05T14:37:16.7903541Z,2019-10-01T15:07:30.0000000Z,2021-05-20T17:30:04.0966667Z
CCXCANADA,https://ccxcanada.com/,CCXCanada,2019-03-18,2020-07-07,2020-01-01T02:33:37.1235218Z,2020-07-07T00:04:48.4735258Z,40,0,0,0,2020-01-01T02:33:37.1235218Z,2020-07-07T00:04:48.4735258Z,2019-03-18T21:45:56.0000000Z,2020-03-29T06:22:44.0000000Z
GLOBITEX,https://globitex.com/,Globitex,2020-05-05,2021-05-20,2020-05-05T00:00:11.9031117Z,2021-05-20T17:39:59.3373738Z,9,5275739270,953251801933,11900475961226,2020-05-05T00:00:11.9031117Z,2020-08-05T14:37:48.9263199Z,2020-05-05T16:21:17.5400000Z,2021-05-20T17:30:04.0966667Z
BLOCKCHAINEXCHANGE,https://exchange.blockchain.com/,Blockchain Exchange,2020-01-16,2021-05-20,2020-01-16T11:36:36.1087316Z,2021-05-20T17:42:13.3825915Z,61,0,0,0,2020-01-16T11:36:36.1087316Z,2020-08-05T14:37:22.1776578Z,2020-01-16T11:36:38.6481660Z,2020-01-17T13:05:46.2557140Z
YUNEX,https://yunex.io/,YunEx,2019-04-08,2021-05-20,2019-04-08T15:17:56.3251936Z,2021-05-20T17:38:52.1262228Z,17,395540.81,9745189.34,246502584.7,2019-04-08T15:17:56.3251936Z,2020-08-05T14:38:00.4123884Z,2019-04-08T13:23:42.5320000Z,2021-05-20T17:30:04.0966667Z
VEBITCOIN,https://www.vebitcoin.com/,Vebitcoin,2018-10-01,2020-05-01,2018-10-01T16:58:44.7700000Z,2020-05-01T22:54:47.8195584Z,61,0,0,0,2018-10-01T16:58:44.7700000Z,2020-05-01T22:54:47.8195584Z,2019-04-08T13:23:42.5320000Z,2021-05-20T17:30:04.0966667Z
DEXTRADE,https://dex-trade.com/,Dex-Trade,2020-05-05,2021-05-20,2020-05-05T17:04:57.2696186Z,2021-05-20T17:42:34.5454707Z,338,0,0,0,2020-05-05T17:04:57.2696186Z,2020-08-05T14:37:56.0859712Z,2019-04-08T13:23:42.5320000Z,2021-05-20T17:30:04.0966667Z
BTCALPHA,https://btc-alpha.com/,BTC-Alpha,2018-06-20,2021-05-20,2019-04-08T15:17:56.2740549Z,2021-05-20T17:42:14.3062970Z,300,14905366.87,435621610.4,7453207471,2019-04-08T15:17:56.2740549Z,2020-08-05T14:37:35.6667658Z,2018-06-20T14:22:32.4410000Z,2021-05-20T17:30:04.0966667Z
CRYPTOBRIDGE,https://crypto-bridge.org/,CryptoBridge,2019-04-08,2019-12-15,2019-04-08T15:50:11.1032719Z,2019-12-15T23:59:19.6170348Z,605,0,0,0,2019-04-08T15:50:11.1032719Z,2019-12-15T23:59:19.6170348Z,2018-06-20T14:22:32.4410000Z,2021-05-20T17:30:04.0966667Z
LYKKE,https://www.lykke.com/,Lykke,2018-01-24,2021-05-20,2018-01-24T00:21:30.1220000Z,2021-04-12T23:32:56.0430400Z,430,111344.21,4208323.89,48485509.79,2018-01-24T00:21:30.1220000Z,2020-08-05T14:31:09.1571597Z,2019-08-28T12:31:48.5460000Z,2021-05-20T17:30:04.0966667Z
GULDENTRADER,https://guldentrader.com/,GuldenTrader,2019-10-01,2020-05-17,2019-10-01T17:24:56.5974189Z,2020-05-15T12:00:34.2618909Z,10,0,0,0,2019-10-01T17:24:56.5974189Z,2020-05-15T12:00:34.2618909Z,2019-10-13T04:49:44.0000000Z,2020-05-17T08:12:06.8575244Z
BITKER,https://www.bitker.com/,BITKER,2019-05-05,2019-09-01,2019-05-05T07:21:16.3119958Z,2019-09-01T16:14:33.1199482Z,45,0,0,0,2019-05-05T07:21:16.3119958Z,2019-09-01T16:14:33.1199482Z,2019-05-05T07:21:44.2600000Z,2019-09-01T16:14:30.7490000Z
COINFIELD,https://www.coinfield.com/,CoinField,2019-10-01,2021-05-20,2019-10-01T15:07:29.7775558Z,2021-05-20T17:42:35.0777831Z,83,4630751.06,148116907,2049616367,2019-10-01T15:07:29.7775558Z,2020-08-05T14:37:22.3889844Z,2019-10-01T15:07:42.0000000Z,2021-05-20T17:30:04.0966667Z
SEEDCX,https://seedcx.com/,SeedCX,2019-04-18,2019-04-18,2019-04-18T18:48:00.7266042Z,2019-04-18T18:48:30.2900934Z,22,0,0,0,2019-04-18T18:48:00.7266042Z,2019-04-18T18:48:30.2900934Z,2019-10-01T15:07:42.0000000Z,2021-05-20T17:30:04.0966667Z
OMGFIN,https://omgfin.com/,Omgfin,2020-05-10,2021-05-20,2020-05-14T12:10:34.7033990Z,2021-05-20T17:42:56.3969274Z,185,12944702.65,337466957.3,10217773206,2020-05-14T12:10:34.7033990Z,2020-08-05T14:37:56.1844265Z,2020-05-10T14:00:37.0000000Z,2021-05-20T17:30:04.0966667Z
BITUBU,https://bitubu.com/,BitUBU,2020-05-05,2021-05-20,2020-05-05T13:01:40.9583748Z,2021-05-20T17:42:54.1839559Z,129,483895.28,18477972.91,623152073.4,2020-05-05T13:01:40.9583748Z,2020-08-05T14:38:01.4024419Z,2020-05-05T19:01:11.0000000Z,2021-05-20T17:30:04.0966667Z
BTC-E,https://btc-e.com/,BTC-e,2011-08-14,2019-02-06,2014-02-24T17:43:05.0000000Z,2019-02-06T15:34:52.9870000Z,24,0,0,0,2014-02-24T17:43:05.0000000Z,2019-02-06T15:34:52.9870000Z,2011-08-14T14:14:40.0000000Z,2019-02-06T10:09:50.0000000Z
YOBIT,https://yobit.net/en/,YObit,2015-01-06,2021-05-20,2017-03-18T22:53:47.2011734Z,2021-05-20T17:42:56.0865036Z,8902,429185043.5,479329177900,40113531009380,2017-03-18T22:53:47.2011734Z,2020-08-05T14:34:02.0943113Z,2015-01-06T19:51:51.0000000Z,2021-05-20T17:30:04.0966667Z
GATEIO,https://gate.io/,Gate.io,2017-12-28,2021-05-20,2017-12-28T21:49:04.6063124Z,2021-05-20T17:42:56.3306620Z,1498,526407430032,22731599964574,433309082656544,2017-12-28T21:49:04.6063124Z,2020-08-05T14:37:19.9560379Z,2017-12-28T17:33:30.0000000Z,2021-05-20T17:30:04.0966667Z
QUOINE,https://www.liquid.com/,Liquid (QUOINEX & QRYPTOS),2017-05-22,2021-05-20,2017-08-29T15:53:54.7372595Z,2021-05-20T17:42:40.7779335Z,558,4520713.48,241983018.8,2309104001,2017-08-29T15:53:54.7372595Z,2020-04-21T03:51:53.5436345Z,2017-05-22T18:21:41.0000000Z,2021-05-20T17:30:04.0966667Z
BXINTH,https://bx.in.th/,BX Thailand,2015-06-26,2019-09-30,2017-03-18T22:53:45.5791610Z,2019-09-30T16:22:38.3333132Z,29,0,0,0,2017-03-18T22:53:45.5791610Z,2019-09-30T16:22:38.3333132Z,2015-06-26T11:19:16.0000000Z,2019-09-30T16:20:43.0000000Z
BITLISH,https://bitlish.com/,Bitlish,2017-10-12,2020-04-02,2018-01-24T00:21:31.1076466Z,2020-04-02T09:41:15.0994823Z,139,0,0,0,2018-01-24T00:21:31.1076466Z,2020-04-02T09:41:15.0994823Z,2017-10-12T18:00:10.7250000Z,2020-04-01T21:46:18.3550000Z
BITZ,https://www.bit-z.com/,Bit-Z,2018-03-25,2021-05-20,2018-09-09T12:57:17.9973117Z,2021-05-20T17:42:48.5226143Z,627,2783646852490,69254304966128,2.60789E+15,2018-09-09T12:57:17.9973117Z,2020-08-05T14:37:16.4116718Z,2018-03-25T07:00:01.0000000Z,2021-05-20T17:30:04.0966667Z
TOKENSTORE,https://token.store/,Token Store,2017-09-17,2020-07-13,2019-04-08T15:17:58.1915392Z,2020-07-13T02:35:28.5815804Z,408,0,0,0,2019-04-08T15:17:58.1915392Z,2020-07-13T02:35:28.5815804Z,2017-09-17T11:10:12.5100000Z,2020-06-02T07:40:04.9800000Z
BILAXY,https://bilaxy.com/,Bilaxy,2019-04-08,2021-05-20,2019-04-08T15:19:16.4427273Z,2021-05-20T17:42:55.9452244Z,1151,602322561.1,15205399264,443134110390,2019-04-08T15:19:16.4427273Z,2020-08-05T14:38:08.6267539Z,2019-04-08T15:21:02.0000000Z,2021-05-20T17:30:04.0966667Z
COINEX,https://www.coinex.com/,CoinEx,2019-10-01,2021-05-20,2019-10-01T15:06:43.9334939Z,2021-05-20T17:42:28.2796015Z,1361,1680648716532,57003975436843,790027689334657,2019-10-01T15:06:43.9334939Z,2020-08-05T14:37:13.4765477Z,2019-10-01T15:06:46.0000000Z,2021-05-20T17:30:04.0966667Z
INDODAX,https://indodax.com/,Indodax,2019-04-05,2021-05-20,2019-04-08T15:18:02.1868547Z,2021-05-20T17:42:47.8354016Z,165,3401879.54,155194029.5,3776177205,2019-04-08T15:18:02.1868547Z,2020-08-05T14:37:40.9015480Z,2019-04-05T01:28:39.0000000Z,2021-05-20T17:30:04.0966667Z
WEXNZ,https://wex.nz/,WexNz,2017-12-22,2018-11-20,2017-12-24T13:03:42.9064646Z,2018-11-20T23:48:42.8822625Z,59,0,0,0,2017-12-24T13:03:42.9064646Z,2018-11-20T23:48:42.8822625Z,2017-12-22T07:31:16.0000000Z,2018-11-20T23:45:53.0000000Z
LMAXDIGITALUAT,https://www.lmaxdigital.com/,LMAX Digital (UAT),2020-08-10,2021-01-12,2020-08-10T13:39:21.5800000Z,2021-01-12T11:50:53.3500000Z,17,0,0,0,2017-12-24T13:03:42.9064646Z,2018-11-20T23:48:42.8822625Z,2020-08-10T13:51:58.4430000Z,2021-01-12T11:13:16.3380000Z